strategy,seed,iteration,num_labeled_samples,query_time,test_mAP,test_mAP_oth,num_segments_oth,test_mAP_whp,num_segments_whp,test_mAP_rum,num_segments_rum,test_mAP_grn,num_segments_grn,test_mAP_gig,num_segments_gig,test_mAP_str,num_segments_str,test_mAP_fed,num_segments_fed,test_mAP_sql,num_segments_sql,test_mAP_snr,num_segments_snr,test_mAP_gwl,num_segments_gwl
badge-kmeans++,3,3,1200,10.822053,0.558188,0.273974,205,0.760453,117,0.617336,75,0.818104,141,0.452138,106,0.356190,51,0.799139,236,0.548021,151,0.815805,26,0.140717,32
badge-kmeans++,3,4,1500,11.405467,0.582207,0.281971,290,0.764976,145,0.627438,98,0.834169,184,0.440941,153,0.342495,73,0.805620,324,0.562300,211,0.834175,33,0.327985,43
badge-kmeans++,3,5,1800,11.307799,0.589767,0.283950,366,0.776672,166,0.640974,121,0.839006,221,0.442325,192,0.369557,93,0.815701,416,0.572216,261,0.831139,36,0.326130,57
badge-kmeans++,3,6,2100,11.57068,0.598285,0.319465,435,0.784668,190,0.652460,139,0.842413,263,0.464085,212,0.372688,103,0.819266,493,0.588380,303,0.823598,41,0.315827,76
badge-kmeans++,3,7,2400,11.021681,0.613100,0.333041,496,0.788358,211,0.652615,146,0.841917,303,0.494617,234,0.395135,117,0.825628,604,0.595219,336,0.837364,44,0.367102,82
badge-kmeans++,3,8,2700,11.578935,0.610846,0.325830,566,0.780463,238,0.651876,161,0.840972,348,0.494888,260,0.385045,127,0.827670,697,0.598028,365,0.868603,48,0.335089,85
badge-kmeans++,3,9,3000,10.314154,0.625802,0.342955,625,0.792809,267,0.654377,174,0.852594,384,0.507262,276,0.413341,139,0.832042,789,0.606732,391,0.869316,54,0.386597,95
badge-kmeans++,4,0,300,0.002126,0.215611,0.058241,10,0.135981,5,0.139134,3,0.711851,17,0.050692,4,0.037190,4,0.691731,29,0.275395,5,0.043732,2,0.012162,3
badge-kmeans++,4,1,600,11.141834,0.449378,0.190313,83,0.641664,24,0.486110,21,0.761920,78,0.296478,31,0.069332,16,0.744370,114,0.505770,56,0.723380,9,0.074444,14
badge-kmeans++,4,2,900,39.601373,0.525715,0.254813,164,0.726828,78,0.542886,41,0.795642,115,0.413800,70,0.261489,31,0.797527,203,0.539231,123,0.822235,19,0.102703,33
badge-kmeans++,4,3,1200,10.282093,0.570004,0.289762,230,0.747783,106,0.574312,62,0.816102,144,0.426898,102,0.350649,46,0.803780,287,0.570866,170,0.873000,28,0.246890,40
badge-kmeans++,4,4,1500,10.58486,0.590741,0.302134,297,0.750951,138,0.616989,69,0.826111,181,0.456313,137,0.358450,60,0.810988,387,0.580510,219,0.891151,38,0.313808,53
badge-kmeans++,4,5,1800,10.716886,0.591950,0.317592,374,0.748995,168,0.579613,85,0.831584,216,0.461187,170,0.398190,81,0.814046,476,0.583521,262,0.889034,42,0.295742,62
badge-kmeans++,4,6,2100,10.543905,0.604418,0.315919,432,0.751509,190,0.605823,101,0.839916,249,0.448830,200,0.411482,98,0.820483,567,0.604822,308,0.909213,48,0.336185,72
badge-kmeans++,4,7,2400,31.013421,0.615235,0.328314,491,0.766851,214,0.631428,123,0.846868,282,0.482293,227,0.405665,112,0.826216,655,0.603961,346,0.912056,53,0.348697,81
badge-kmeans++,4,8,2700,10.486817,0.624907,0.349345,552,0.779075,247,0.635812,135,0.849091,319,0.487243,254,0.434223,125,0.830245,731,0.618522,378,0.912054,57,0.353455,88
badge-kmeans++,4,9,3000,38.133413,0.628184,0.348322,617,0.784245,274,0.641674,146,0.856227,361,0.491776,281,0.423201,133,0.834650,829,0.615547,420,0.913411,63,0.372792,95
badge-kmeans++,5,0,300,0.000342,0.193953,0.010833,12,0.423341,7,0.006300,5,0.485421,12,0.002404,3,0.008244,2,0.677995,22,0.163053,6,0.158164,2,0.003780,4
badge-kmeans++,5,1,600,11.147918,0.310327,0.135905,26,0.570918,19,0.134589,6,0.741659,27,0.141297,6,0.071076,5,0.756052,55,0.256934,11,0.275240,4,0.019604,5
badge-kmeans++,5,2,900,39.163614,0.513891,0.260129,97,0.717594,60,0.552956,27,0.806956,79,0.348423,48,0.230064,19,0.790792,151,0.507761,59,0.797978,15,0.126262,16
badge-kmeans++,5,3,1200,10.366079,0.548870,0.260233,178,0.742551,95,0.576632,41,0.817726,115,0.433921,83,0.364172,37,0.801011,236,0.530586,116,0.828529,23,0.133343,25
badge-kmeans++,5,4,1500,37.732195,0.582582,0.296799,237,0.758603,120,0.587227,58,0.836029,145,0.464792,114,0.362737,55,0.815880,315,0.568041,168,0.884396,29,0.251311,31
badge-kmeans++,5,5,1800,11.36021,0.596738,0.331713,315,0.767994,145,0.616020,78,0.844339,188,0.482707,153,0.392231,72,0.818162,408,0.579095,219,0.874943,31,0.260172,42
badge-kmeans++,5,6,2100,35.807073,0.598551,0.327213,372,0.767120,171,0.603242,97,0.847981,219,0.493006,182,0.368297,86,0.815778,499,0.586622,264,0.862387,38,0.313863,57
badge-kmeans++,5,7,2400,33.088487,0.613440,0.357083,437,0.775196,194,0.618294,113,0.855192,256,0.492976,218,0.398389,104,0.816921,601,0.607021,313,0.867856,43,0.345471,63
badge-kmeans++,5,8,2700,31.979044,0.622080,0.374650,507,0.786069,218,0.632397,129,0.855211,291,0.514043,245,0.386108,123,0.823433,714,0.613071,352,0.860558,47,0.375255,74
badge-kmeans++,5,9,3000,11.330359,0.618056,0.367403,579,0.785613,246,0.632594,146,0.856144,325,0.496155,271,0.413681,134,0.826225,816,0.616633,390,0.871380,51,0.314728,81
badge-kmeans++,6,0,300,0.000447,0.191192,0.060754,9,0.426784,6,0.042703,4,0.476489,16,0.041821,7,0.035613,3,0.692601,24,0.109805,5,0.019558,0,0.005794,0
badge-kmeans++,6,1,600,10.764043,0.350140,0.111617,19,0.642092,13,0.083252,4,0.738335,36,0.103582,10,0.040571,5,0.715617,58,0.367301,13,0.686295,5,0.012737,1
badge-kmeans++,6,2,900,12.49247,0.507452,0.243347,94,0.712263,49,0.529552,27,0.820432,98,0.391234,46,0.179495,17,0.779233,137,0.514713,67,0.844299,21,0.059957,10
badge-kmeans++,6,3,1200,11.105156,0.538731,0.248561,161,0.727400,91,0.564993,43,0.819114,141,0.414399,80,0.288876,34,0.803135,220,0.529402,108,0.890123,27,0.101308,19
badge-kmeans++,6,4,1500,21.476836,0.566476,0.252025,233,0.745377,118,0.591736,60,0.827670,175,0.418882,116,0.346917,50,0.816458,310,0.544998,158,0.897251,32,0.223444,31
badge-kmeans++,6,5,1800,12.166012,0.576932,0.271038,319,0.749706,150,0.595177,77,0.833761,210,0.428310,149,0.368341,65,0.815709,401,0.572311,215,0.897680,37,0.237285,47
badge-kmeans++,6,6,2100,11.313406,0.597856,0.301840,392,0.763216,181,0.621862,93,0.845484,249,0.469798,173,0.370920,74,0.817703,475,0.592943,261,0.907136,43,0.287662,59
badge-kmeans++,6,7,2400,15.518855,0.606770,0.327620,469,0.791633,209,0.610747,109,0.842471,298,0.486185,201,0.378479,93,0.822990,566,0.605350,315,0.903134,46,0.299093,64
badge-kmeans++,6,8,2700,11.215377,0.619593,0.335717,536,0.792695,235,0.629254,124,0.853724,333,0.497791,226,0.434104,104,0.833221,679,0.599896,360,0.889049,50,0.330478,74
badge-kmeans++,6,9,3000,9.969611,0.620950,0.329305,622,0.778535,256,0.642925,143,0.857248,370,0.501077,259,0.414214,123,0.839960,788,0.605643,404,0.904725,56,0.335866,87
badge-kmeans++,7,0,300,0.000302,0.218212,0.084342,9,0.471166,6,0.043033,4,0.581438,17,0.039031,2,0.055212,3,0.682379,24,0.181943,6,0.031152,1,0.012422,1
badge-kmeans++,7,1,600,11.182716,0.382585,0.195351,44,0.670657,33,0.192869,12,0.795273,59,0.180547,23,0.182278,12,0.751081,88,0.364210,29,0.467206,4,0.026382,8
badge-kmeans++,7,2,900,17.761506,0.498401,0.227916,126,0.724876,79,0.556354,39,0.825333,98,0.277959,56,0.248882,29,0.788567,168,0.529709,85,0.750292,19,0.054120,22
badge-kmeans++,7,3,1200,10.399169,0.540109,0.241154,208,0.741302,111,0.602730,61,0.822151,144,0.442127,99,0.285380,49,0.802606,256,0.568854,140,0.811070,26,0.083714,30
badge-kmeans++,7,4,1500,10.98087,0.570876,0.259795,273,0.755044,127,0.602742,75,0.833094,182,0.462505,136,0.307399,62,0.808281,349,0.564865,197,0.849993,32,0.265044,42
badge-kmeans++,7,5,1800,11.168823,0.582960,0.278044,333,0.758753,145,0.628646,87,0.839956,215,0.467453,155,0.334857,77,0.818239,460,0.556098,234,0.849759,37,0.297802,54
badge-kmeans++,7,6,2100,11.020143,0.591886,0.293234,405,0.768730,167,0.644774,106,0.840221,247,0.436209,182,0.361848,85,0.826032,563,0.579328,271,0.872812,41,0.295675,58
badge-kmeans++,7,7,2400,12.700104,0.599475,0.296744,489,0.779255,202,0.647467,123,0.847835,288,0.453651,218,0.372500,99,0.826438,671,0.580542,317,0.890290,44,0.300032,65
badge-kmeans++,7,8,2700,13.274267,0.609741,0.317592,543,0.782035,220,0.661275,135,0.842622,323,0.478393,243,0.371268,108,0.831074,751,0.579116,354,0.897470,50,0.336562,76
badge-kmeans++,7,9,3000,17.585173,0.623046,0.319243,610,0.798814,243,0.656418,149,0.851916,354,0.496992,275,0.383113,118,0.837394,857,0.611323,395,0.914171,54,0.361071,84
badge-kmeans++,8,0,300,0.000274,0.226915,0.126769,7,0.439134,7,0.051659,1,0.620385,20,0.080323,3,0.029508,2,0.714398,21,0.167561,6,0.014309,2,0.025105,1
badge-kmeans++,8,1,600,10.347368,0.427127,0.225382,54,0.706291,52,0.516965,17,0.797761,57,0.247572,24,0.142334,9,0.768175,115,0.445170,37,0.329719,4,0.091907,12
badge-kmeans++,8,2,900,11.328537,0.517022,0.260956,131,0.749577,81,0.579847,49,0.808917,105,0.399228,67,0.284039,25,0.782089,197,0.526218,86,0.692427,13,0.086920,26
badge-kmeans++,8,3,1200,11.184247,0.562925,0.278331,200,0.744851,106,0.601135,66,0.821010,135,0.426885,109,0.338193,41,0.802404,292,0.559742,142,0.829505,26,0.227190,36
badge-kmeans++,8,4,1500,14.104937,0.566868,0.317996,279,0.773365,133,0.618414,81,0.837239,172,0.472481,136,0.319488,59,0.815366,376,0.575925,190,0.835374,34,0.103028,43
badge-kmeans++,8,5,1800,11.477667,0.583363,0.325645,344,0.774052,164,0.604785,94,0.844254,212,0.481956,172,0.324995,78,0.816601,481,0.580769,239,0.859513,43,0.221064,52
badge-kmeans++,8,6,2100,9.841259,0.602853,0.337877,425,0.772652,195,0.624838,109,0.851758,247,0.489930,203,0.360847,95,0.827661,587,0.593208,290,0.847396,48,0.322357,67
badge-kmeans++,8,7,2400,11.117868,0.611097,0.359150,482,0.788189,222,0.644239,132,0.852752,277,0.489952,221,0.364315,108,0.830667,673,0.595276,322,0.866795,52,0.319632,80
badge-kmeans++,8,8,2700,14.059686,0.616229,0.339280,545,0.794078,252,0.640055,147,0.854449,310,0.484945,232,0.362218,121,0.837482,778,0.600754,356,0.881444,56,0.367586,86
badge-kmeans++,8,9,3000,11.166761,0.621465,0.336712,611,0.796197,271,0.649897,162,0.850169,348,0.500904,263,0.377406,133,0.839906,891,0.603415,394,0.893559,60,0.366484,96
badge-kmeans++,9,0,300,0.000295,0.173098,0.052978,10,0.381038,5,0.052235,3,0.507215,12,0.027671,4,0.006034,3,0.650701,20,0.043763,4,0.008350,2,0.000994,0
badge-kmeans++,9,1,600,9.916762,0.387380,0.126395,28,0.620205,19,0.324095,10,0.778523,41,0.129394,10,0.045296,9,0.771592,79,0.324943,14,0.742862,7,0.010498,3
badge-kmeans++,9,2,900,26.102427,0.499289,0.240396,111,0.680395,51,0.579150,46,0.802778,72,0.309298,64,0.203657,27,0.768798,167,0.494967,69,0.865708,25,0.047742,16
badge-kmeans++,9,3,1200,12.26013,0.550449,0.276434,193,0.706942,79,0.567211,61,0.823048,120,0.437053,108,0.324216,49,0.791171,262,0.550278,140,0.865520,29,0.162613,36
badge-kmeans++,9,4,1500,10.129134,0.574885,0.293722,270,0.740309,119,0.591219,77,0.829306,163,0.459150,138,0.356338,71,0.807262,335,0.552895,200,0.871868,34,0.246779,50
badge-kmeans++,9,5,1800,10.468058,0.594546,0.295284,346,0.764895,153,0.594468,100,0.841412,204,0.465532,168,0.384059,80,0.822429,427,0.583515,248,0.875255,39,0.318609,60
badge-kmeans++,9,6,2100,11.429381,0.598049,0.316271,418,0.764996,188,0.596902,108,0.846647,242,0.491073,196,0.383171,93,0.819201,520,0.592200,296,0.906621,46,0.263411,71
badge-kmeans++,9,7,2400,9.894798,0.612329,0.327838,483,0.775262,220,0.622161,118,0.852859,284,0.480172,223,0.433222,111,0.825892,616,0.604801,337,0.896816,53,0.304272,87
badge-kmeans++,9,8,2700,11.661297,0.612484,0.318824,559,0.779318,255,0.619342,136,0.854840,327,0.493292,249,0.421583,128,0.824406,705,0.600616,388,0.898629,58,0.313988,97
badge-kmeans++,9,9,3000,10.913099,0.619894,0.334580,619,0.790060,281,0.609904,158,0.853870,366,0.486954,278,0.415635,143,0.827938,801,0.615319,421,0.898172,61,0.366511,106
badge-mcmc-dpp,0,0,300,0.000296,0.168311,0.018416,9,0.409145,5,0.008091,1,0.390534,13,0.007568,5,0.003864,1,0.682301,33,0.072152,4,0.090531,1,0.000509,0
badge-mcmc-dpp,0,1,600,83.07498,0.388013,0.169526,30,0.641812,37,0.529964,11,0.755204,48,0.122958,13,0.052096,3,0.745586,78,0.437948,17,0.403563,6,0.021474,2
badge-mcmc-dpp,0,2,900,89.538059,0.399334,0.180056,70,0.659825,49,0.495713,18,0.759016,64,0.155640,28,0.052067,4,0.806892,214,0.410024,40,0.438517,6,0.035590,10
badge-mcmc-dpp,0,3,1200,84.414334,0.458446,0.223790,116,0.688138,57,0.577458,35,0.803565,86,0.256677,49,0.082449,12,0.813593,310,0.512641,64,0.588616,12,0.037535,14
badge-mcmc-dpp,0,4,1500,83.464396,0.497895,0.234192,158,0.704431,77,0.577571,50,0.821750,116,0.296377,76,0.085553,20,0.827873,414,0.534131,95,0.782262,16,0.114811,21
badge-mcmc-dpp,0,5,1800,98.678678,0.540384,0.270248,209,0.742648,103,0.592708,63,0.827834,151,0.388828,93,0.185730,31,0.839028,521,0.548212,126,0.836019,24,0.172589,29
badge-mcmc-dpp,0,6,2100,83.940468,0.560612,0.270694,266,0.744892,126,0.613700,87,0.829854,208,0.398140,115,0.299371,45,0.841950,611,0.532318,154,0.885948,31,0.189252,34
badge-mcmc-dpp,0,7,2400,85.574378,0.592169,0.315309,335,0.769774,157,0.630709,107,0.841703,264,0.439650,145,0.337154,64,0.842570,671,0.574233,198,0.905169,41,0.265423,44
badge-mcmc-dpp,0,8,2700,84.657937,0.596748,0.300608,380,0.776195,189,0.637208,118,0.853068,291,0.442328,163,0.338844,70,0.848001,789,0.576114,227,0.897523,48,0.297586,52
badge-mcmc-dpp,0,9,3000,82.530475,0.586626,0.322719,437,0.782469,211,0.640602,142,0.856040,330,0.451682,183,0.364417,80,0.845843,859,0.570592,259,0.908842,54,0.123051,57
badge-mcmc-dpp,1,0,300,0.000295,0.153644,0.107757,20,0.331780,8,0.011733,1,0.275983,13,0.008670,8,0.004317,5,0.609751,27,0.155668,8,0.029060,1,0.001724,2
badge-mcmc-dpp,1,1,600,83.838053,0.335637,0.144486,52,0.606003,28,0.060365,7,0.755955,45,0.191665,20,0.058078,8,0.768369,118,0.446977,30,0.301080,2,0.023390,5
badge-mcmc-dpp,1,2,900,83.225665,0.441310,0.198852,109,0.713849,55,0.279009,16,0.807830,95,0.321042,48,0.169002,20,0.774662,205,0.489712,64,0.625533,9,0.033605,10
badge-mcmc-dpp,1,3,1200,83.174715,0.514651,0.262278,178,0.738172,81,0.518682,35,0.828385,140,0.415915,80,0.225407,32,0.802502,285,0.527396,114,0.772974,17,0.054798,20
badge-mcmc-dpp,1,4,1500,87.970147,0.562747,0.261601,241,0.766083,106,0.602305,61,0.826304,173,0.432686,119,0.339250,46,0.812043,384,0.551594,163,0.840667,29,0.194940,35
badge-mcmc-dpp,1,5,1800,84.568179,0.584859,0.281415,308,0.771004,137,0.611499,80,0.834502,228,0.460638,150,0.343751,61,0.817661,438,0.574439,207,0.852120,34,0.301557,45
badge-mcmc-dpp,1,6,2100,84.372428,0.593792,0.312782,378,0.780720,159,0.636930,100,0.850568,284,0.476487,175,0.395470,81,0.823884,500,0.578042,245,0.886898,42,0.196137,56
badge-mcmc-dpp,1,7,2400,81.624845,0.607668,0.321308,456,0.783076,184,0.644697,127,0.857405,313,0.490890,205,0.431018,92,0.825729,580,0.582452,293,0.896492,48,0.243613,71
badge-mcmc-dpp,1,8,2700,84.496593,0.613124,0.316043,512,0.783978,207,0.645379,145,0.859056,353,0.496080,234,0.419632,107,0.830137,642,0.598874,322,0.885431,54,0.296627,76
badge-mcmc-dpp,1,9,3000,87.668118,0.616722,0.322847,565,0.789153,243,0.648840,165,0.851607,396,0.496163,252,0.431940,117,0.827610,701,0.596887,350,0.894690,59,0.307486,90
badge-mcmc-dpp,2,0,300,0.000275,0.259533,0.089498,12,0.521810,12,0.051257,4,0.569162,11,0.086176,3,0.019872,1,0.718906,27,0.236116,6,0.290092,2,0.012437,2
badge-mcmc-dpp,2,1,600,82.765676,0.453541,0.214513,65,0.673803,63,0.522962,21,0.783998,69,0.265840,23,0.045460,9,0.729410,83,0.480597,34,0.761357,10,0.057474,10
badge-mcmc-dpp,2,2,900,84.83907,0.510702,0.280591,136,0.732549,105,0.537722,42,0.818978,118,0.398661,51,0.093786,22,0.759204,143,0.541903,83,0.816472,19,0.127156,16
badge-mcmc-dpp,2,3,1200,86.65865,0.544648,0.276497,195,0.746385,146,0.563986,63,0.821699,167,0.409062,75,0.357860,41,0.780490,201,0.552741,119,0.834313,29,0.103451,24
badge-mcmc-dpp,2,4,1500,84.995593,0.572707,0.297145,270,0.760820,176,0.590345,84,0.844487,216,0.443852,101,0.382419,53,0.810172,273,0.573189,160,0.855458,40,0.169180,32
badge-mcmc-dpp,2,5,1800,82.458519,0.585290,0.282640,337,0.766293,207,0.608652,107,0.843899,273,0.458280,129,0.421501,75,0.818765,348,0.580723,203,0.854730,42,0.217418,50
badge-mcmc-dpp,2,6,2100,81.965983,0.602930,0.313764,406,0.779675,236,0.635100,130,0.856035,316,0.469231,153,0.417617,87,0.812056,427,0.596719,241,0.880306,50,0.268799,60
badge-mcmc-dpp,2,7,2400,93.454321,0.609770,0.314584,449,0.786515,252,0.619337,142,0.856358,342,0.464302,170,0.419663,99,0.825081,509,0.619397,261,0.863773,51,0.328692,63
badge-mcmc-dpp,2,8,2700,82.913377,0.617673,0.335646,511,0.794955,286,0.649312,155,0.857572,383,0.488706,195,0.413126,109,0.835796,602,0.602042,305,0.875845,54,0.323733,75
badge-mcmc-dpp,2,9,3000,88.521665,0.624521,0.343381,584,0.803370,308,0.661447,177,0.861265,435,0.504327,233,0.424287,128,0.836396,665,0.610202,350,0.903496,64,0.297036,90
badge-mcmc-dpp,3,0,300,0.000303,0.164215,0.033766,6,0.259989,1,0.077819,4,0.490990,16,0.020711,2,0.008659,1,0.592285,21,0.052406,5,0.096668,5,0.008859,0
badge-mcmc-dpp,3,1,600,93.204915,0.419299,0.155983,43,0.683039,29,0.498598,19,0.781436,71,0.183661,11,0.145172,6,0.719131,75,0.379171,19,0.638280,10,0.008516,2
badge-mcmc-dpp,3,2,900,83.31665,0.483206,0.216243,88,0.711246,42,0.550486,26,0.798690,92,0.214077,34,0.256577,15,0.763680,159,0.491142,49,0.792743,14,0.037180,7
badge-mcmc-dpp,3,3,1200,82.474654,0.534118,0.256779,153,0.740035,75,0.566947,52,0.818131,135,0.373359,60,0.340819,32,0.791601,254,0.523147,88,0.806486,18,0.123879,18
badge-mcmc-dpp,3,4,1500,82.203784,0.559706,0.294391,229,0.739250,107,0.598909,76,0.825382,188,0.403590,94,0.323074,44,0.804787,327,0.557884,138,0.869417,26,0.180381,30
badge-mcmc-dpp,3,5,1800,82.016235,0.582859,0.308621,299,0.755731,144,0.613560,96,0.831707,242,0.447364,122,0.349283,53,0.816070,404,0.559113,185,0.871463,31,0.275673,40
badge-mcmc-dpp,3,6,2100,82.138811,0.600312,0.314403,361,0.772908,169,0.615317,110,0.840712,277,0.477010,148,0.341852,66,0.826916,470,0.587526,225,0.924104,40,0.302376,51
badge-mcmc-dpp,3,7,2400,82.916059,0.614971,0.337031,422,0.780688,192,0.639599,130,0.859849,320,0.469136,173,0.370529,83,0.832151,570,0.595864,260,0.918456,46,0.346403,60
badge-mcmc-dpp,3,8,2700,82.548224,0.613461,0.341274,480,0.780374,218,0.639229,147,0.860437,358,0.457479,197,0.382344,97,0.835248,653,0.589415,289,0.923792,59,0.325016,67
badge-mcmc-dpp,3,9,3000,94.052715,0.618513,0.331634,535,0.782190,245,0.645917,165,0.866022,405,0.486479,226,0.401845,110,0.837941,723,0.598183,323,0.915600,66,0.319315,77
badge-mcmc-dpp,4,0,300,0.000302,0.200301,0.042107,13,0.318936,10,0.171130,3,0.438115,10,0.041837,4,0.011739,4,0.695852,32,0.269037,12,0.004498,1,0.009758,4
badge-mcmc-dpp,4,1,600,83.640866,0.371333,0.193585,48,0.653786,29,0.475698,20,0.776960,52,0.132257,12,0.157447,12,0.753406,113,0.371482,31,0.172150,2,0.026555,6
badge-mcmc-dpp,4,2,900,81.15293,0.482810,0.213203,90,0.714897,59,0.546258,34,0.811672,85,0.263304,35,0.247033,17,0.792824,206,0.475297,61,0.600853,9,0.162763,16
badge-mcmc-dpp,4,3,1200,94.995207,0.535767,0.256842,169,0.739508,96,0.591156,56,0.822446,123,0.398296,60,0.301173,34,0.798915,272,0.517180,100,0.795758,17,0.136402,23
badge-mcmc-dpp,4,4,1500,82.577904,0.561813,0.289189,231,0.764186,124,0.603568,68,0.833545,168,0.436173,94,0.375821,50,0.800684,340,0.548162,145,0.846555,25,0.120245,35
badge-mcmc-dpp,4,5,1800,82.394428,0.578527,0.300022,295,0.738875,155,0.616403,87,0.832406,218,0.456790,131,0.366521,64,0.811365,425,0.564725,191,0.847091,30,0.251072,45
badge-mcmc-dpp,4,6,2100,83.187046,0.602509,0.317199,367,0.767133,189,0.638672,110,0.842453,257,0.483150,162,0.381351,78,0.822412,501,0.586747,242,0.883439,40,0.302535,55
badge-mcmc-dpp,4,7,2400,91.565352,0.618585,0.342624,439,0.759174,209,0.642179,129,0.844451,305,0.494630,189,0.385893,96,0.826998,566,0.599860,287,0.910234,49,0.379803,68
badge-mcmc-dpp,4,8,2700,83.052893,0.615455,0.330422,502,0.785750,231,0.643708,151,0.854381,345,0.503507,217,0.413012,109,0.830210,615,0.599921,315,0.908319,53,0.285323,79
badge-mcmc-dpp,4,9,3000,84.279798,0.623357,0.329095,549,0.793569,257,0.648945,168,0.861980,390,0.505374,248,0.424928,122,0.834100,684,0.607518,352,0.913518,63,0.314545,87
badge-mcmc-dpp,5,0,300,0.000282,0.209179,0.076583,9,0.519603,4,0.032427,3,0.628818,9,0.021068,3,0.020458,2,0.655599,24,0.061255,3,0.067430,3,0.008556,1
badge-mcmc-dpp,5,1,600,82.971593,0.421875,0.177218,56,0.698677,45,0.502636,15,0.783667,69,0.250340,21,0.044041,10,0.763222,108,0.433184,27,0.543016,6,0.022749,6
badge-mcmc-dpp,5,2,900,81.468891,0.491416,0.234523,114,0.727234,81,0.551895,35,0.814714,119,0.286234,44,0.168908,20,0.800096,189,0.505039,63,0.777749,14,0.047768,13
badge-mcmc-dpp,5,3,1200,86.867241,0.540562,0.267508,169,0.747167,111,0.610307,59,0.814729,163,0.415738,71,0.262454,38,0.811862,254,0.513570,99,0.825951,26,0.136337,24
badge-mcmc-dpp,5,4,1500,83.318091,0.566999,0.293157,255,0.745347,154,0.617466,79,0.833891,215,0.449777,109,0.330909,60,0.803671,323,0.547477,145,0.867264,35,0.181034,37
badge-mcmc-dpp,5,5,1800,85.575472,0.587381,0.301140,332,0.766637,181,0.642272,107,0.837879,263,0.468060,143,0.339346,72,0.817438,395,0.559346,195,0.915663,48,0.226026,50
badge-mcmc-dpp,5,6,2100,84.152468,0.610485,0.326836,411,0.777440,210,0.637574,135,0.846816,310,0.486433,166,0.387015,90,0.827570,468,0.580396,237,0.921726,58,0.313040,63
badge-mcmc-dpp,5,7,2400,84.923175,0.620024,0.329100,486,0.793628,246,0.650939,158,0.849432,362,0.492134,203,0.402052,107,0.829609,532,0.593780,284,0.934890,65,0.324678,71
badge-mcmc-dpp,5,8,2700,89.530583,0.620349,0.335904,546,0.788748,269,0.650148,179,0.854396,413,0.502666,230,0.398976,119,0.835672,591,0.601340,328,0.942048,69,0.293590,78
badge-mcmc-dpp,5,9,3000,84.611493,0.625018,0.347493,608,0.797677,296,0.656171,205,0.862211,461,0.505379,258,0.415723,135,0.832815,658,0.602831,375,0.940107,74,0.289772,86
badge-mcmc-dpp,6,0,300,0.000293,0.217942,0.075590,13,0.491892,11,0.019969,2,0.531357,11,0.040462,6,0.021920,1,0.711364,30,0.248606,5,0.019712,2,0.018545,3
badge-mcmc-dpp,6,1,600,82.132993,0.423106,0.189206,54,0.710869,52,0.396750,19,0.786392,61,0.104986,21,0.045765,7,0.767816,103,0.500286,32,0.693869,8,0.035120,6
badge-mcmc-dpp,6,2,900,83.38554,0.482018,0.225880,102,0.731943,79,0.521488,41,0.814825,108,0.284916,41,0.048500,14,0.787545,185,0.535835,64,0.817882,19,0.051367,14
badge-mcmc-dpp,6,3,1200,83.223773,0.515621,0.244021,126,0.731430,86,0.549197,49,0.825521,122,0.342508,51,0.125715,20,0.797550,234,0.515866,77,0.850442,24,0.173964,20
badge-mcmc-dpp,6,4,1500,83.746391,0.556050,0.299387,192,0.752844,118,0.585844,69,0.834710,160,0.397667,80,0.310598,36,0.816396,324,0.554887,114,0.856208,33,0.151958,27
badge-mcmc-dpp,6,5,1800,83.67833,0.568414,0.280370,258,0.777337,153,0.608500,87,0.843843,206,0.439117,113,0.316876,50,0.817660,394,0.567134,159,0.910742,39,0.122564,33
badge-mcmc-dpp,6,6,2100,84.270853,0.595883,0.309007,319,0.779199,181,0.627597,109,0.847138,243,0.469794,141,0.379755,61,0.820751,451,0.578499,201,0.914010,46,0.233081,38
badge-mcmc-dpp,6,7,2400,91.728281,0.603796,0.323616,376,0.791294,204,0.619917,128,0.851509,284,0.465183,166,0.417035,75,0.820993,533,0.575721,233,0.935281,59,0.237414,47
badge-mcmc-dpp,6,8,2700,83.763392,0.604622,0.319127,442,0.795244,241,0.626027,146,0.854438,336,0.488101,190,0.409152,87,0.829647,606,0.592931,276,0.939121,68,0.192433,57
badge-mcmc-dpp,6,9,3000,81.475277,0.613439,0.323045,507,0.799969,265,0.644224,164,0.859066,383,0.479590,217,0.390644,105,0.830592,662,0.601517,311,0.939795,77,0.265946,65
badge-mcmc-dpp,7,0,300,0.000301,0.256234,0.087822,10,0.575838,9,0.024915,3,0.670972,15,0.056005,2,0.027855,2,0.717086,30,0.196848,6,0.172863,1,0.032138,3
badge-mcmc-dpp,7,1,600,82.759002,0.432266,0.225339,56,0.725192,49,0.469472,23,0.801499,61,0.222797,17,0.145770,18,0.757830,107,0.484852,25,0.443650,5,0.046262,5
badge-mcmc-dpp,7,2,900,85.82828,0.513165,0.254076,117,0.745914,90,0.589573,43,0.822730,110,0.293527,49,0.259377,30,0.786962,178,0.506699,68,0.821028,18,0.051767,15
badge-mcmc-dpp,7,3,1200,85.749545,0.541427,0.300216,185,0.744281,108,0.595099,68,0.840971,157,0.401250,82,0.285529,43,0.807660,252,0.549289,103,0.827678,25,0.062292,19
